index,index,Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
475,2020,Plymouth,1999,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,23,535,2000
476,2021,Plymouth,1999,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,23,535,2000
477,2022,Plymouth,2000,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,34,23,535,2000
478,2023,Ford,1990,regular unleaded,140.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,20,16,5657,2000
479,2024,Ford,1990,regular unleaded,140.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,20,16,5657,2000
480,2025,Ford,1990,regular unleaded,140.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,20,15,5657,2000
481,2026,Ford,1990,regular unleaded,140.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,20,15,5657,2000
482,2027,Ford,1990,regular unleaded,140.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,20,15,5657,2000
483,2028,Ford,1990,regular unleaded,140.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,20,16,5657,2000
484,2029,Ford,1990,regular unleaded,140.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,20,15,5657,2000
485,2030,Ford,1990,regular unleaded,140.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,20,16,5657,2000
486,2031,Ford,1994,regular unleaded,185.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,16,12,5657,2308
487,2032,Ford,1994,regular unleaded,185.0,8.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,17,12,5657,2585
488,2033,Ford,1994,regular unleaded,185.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,16,12,5657,2396
489,2034,Ford,1995,regular unleaded,205.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,16,12,5657,2620
490,2035,Ford,1995,regular unleaded,205.0,8.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,17,12,5657,2872
491,2036,Ford,1995,regular unleaded,205.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,16,12,5657,2474
492,2037,Ford,1996,regular unleaded,199.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,16,13,5657,2774
493,2038,Ford,1996,regular unleaded,199.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,16,13,5657,2996
494,2039,Ford,1996,regular unleaded,199.0,8.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,16,11,5657,3248
495,2122,Volkswagen,1991,regular unleaded,94.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,29,22,873,2000
496,2123,Volkswagen,1992,regular unleaded,94.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,29,22,873,2000
497,2124,Volkswagen,1992,regular unleaded,94.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,29,22,873,2000
498,2125,Volkswagen,1992,regular unleaded,94.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,29,22,873,2000
499,2126,Volkswagen,1993,regular unleaded,94.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,27,21,873,2000
500,2127,Volkswagen,1993,regular unleaded,94.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,27,21,873,2000
501,2128,Volkswagen,2000,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,28,21,873,2473
502,2129,Volkswagen,2000,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,28,21,873,2568
503,2130,Volkswagen,2001,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,28,21,873,19600
504,2131,Volkswagen,2001,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,26,20,873,23175
505,2132,Volkswagen,2001,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,28,21,873,22300
506,2133,Volkswagen,2001,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,26,20,873,20475
507,2134,Volkswagen,2001,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,26,20,873,21475
508,2135,Volkswagen,2001,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,28,21,873,20600
509,2136,Volkswagen,2002,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,27,20,873,21475
510,2137,Volkswagen,2002,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,27,20,873,23175
511,2138,Volkswagen,2002,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,28,21,873,22300
512,2139,Volkswagen,2002,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,28,21,873,20600
513,2140,Volkswagen,2002,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,28,21,873,19600
514,2141,Volkswagen,2002,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,27,20,873,20475
515,2150,Dodge,2010,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,31,23,1851,18740
516,2151,Dodge,2010,regular unleaded,172.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,29,23,1851,20555
517,2152,Dodge,2010,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,31,23,1851,16880
518,2153,Dodge,2010,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27,23,1851,19995
519,2154,Dodge,2010,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27,23,1851,18060
520,2155,Dodge,2010,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,31,23,1851,16975
521,2156,Dodge,2010,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,31,23,1851,17995
522,2157,Dodge,2010,regular unleaded,172.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,29,23,1851,19995
523,2158,Dodge,2011,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27,23,1851,18620
524,2159,Dodge,2011,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27,23,1851,20585
525,2160,Dodge,2011,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,24,1851,17380
526,2161,Dodge,2011,regular unleaded,172.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,29,23,1851,20585
527,2162,Dodge,2011,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,24,1851,18585
528,2163,Dodge,2012,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,24,1851,18730
529,2164,Dodge,2012,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,24,1851,17380
530,2165,Dodge,2012,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27,23,1851,18765
531,2180,Chevrolet,2015,regular unleaded,323.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,28,17,1385,23705
532,2181,Chevrolet,2015,regular unleaded,323.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,30,19,1385,25145
533,2212,Toyota,2006,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,30,20,2031,21855
534,2213,Toyota,2006,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,26940
535,2214,Toyota,2006,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,23355
536,2215,Toyota,2006,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,30210
537,2216,Toyota,2006,regular unleaded,157.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,30,21,2031,21025
538,2217,Toyota,2006,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,21860
539,2218,Toyota,2006,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,30,20,2031,20360
540,2219,Toyota,2006,regular unleaded,157.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,30,21,2031,19530
541,2220,Toyota,2006,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,26405
542,2221,Toyota,2006,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,30,20,2031,23405
543,2222,Toyota,2007,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,31,21,2031,19930
544,2223,Toyota,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,29460
545,2224,Toyota,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,27190
546,2225,Toyota,2007,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,31,22,2031,20760
547,2226,Toyota,2007,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,31,22,2031,23030
548,2227,Toyota,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,24530
549,2228,Toyota,2007,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,31,22,2031,23905
550,2229,Toyota,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,26905
551,2230,Toyota,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,30460
552,2231,Toyota,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,22260
553,2232,Toyota,2007,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,31,21,2031,22200
554,2233,Toyota,2008,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,27440
555,2234,Toyota,2008,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,31,22,2031,24155
556,2235,Toyota,2008,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,31,21,2031,22450
557,2236,Toyota,2008,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,27155
558,2237,Toyota,2008,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,22510
559,2238,Toyota,2008,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,30710
560,2239,Toyota,2008,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,31,22,2031,21010
561,2240,Toyota,2008,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,24780
562,2241,Toyota,2008,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,31,22,2031,23280
563,2242,Toyota,2008,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,29710
564,2243,Toyota,2008,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,31,21,2031,20180
565,2244,Toyota,2015,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,26150
566,2245,Toyota,2015,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,26150
567,2246,Toyota,2015,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21,2031,31370
568,2248,Toyota,2015,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,22970
569,2249,Toyota,2015,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,23840
570,2250,Toyota,2016,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,26310
571,2251,Toyota,2016,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,23840
572,2252,Toyota,2016,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,26310
573,2253,Toyota,2016,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,25715
574,2254,Toyota,2016,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,23070
575,2256,Toyota,2016,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21,2031,31370
576,2257,Toyota,2017,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,24,2031,23070
577,2258,Toyota,2017,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,24,2031,23840
578,2259,Toyota,2017,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,24,2031,26310
579,2260,Toyota,2017,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,2031,31370
580,2262,Toyota,2017,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,24,2031,26310
581,2263,GMC,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,25,18,549,24685
582,2264,GMC,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,2.0,Compact,Regular Cab Pickup,23,17,549,22385
583,2265,GMC,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,25,18,549,23040
584,2266,GMC,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21,16,549,31790
585,2267,GMC,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21,16,549,28610
586,2268,GMC,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,25,18,549,20840
587,2269,GMC,2012,regular unleaded,185.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,25,18,549,17490
588,2270,GMC,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,23,17,549,29145
589,2271,GMC,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21,16,549,29125
590,2272,GMC,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Regular Cab Pickup,25,18,549,20455
591,2273,GMC,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,23,17,549,24435
592,2274,GMC,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,2.0,Compact,Regular Cab Pickup,23,17,549,25305
593,2275,GMC,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,23,17,549,26485
594,2276,GMC,2012,regular unleaded,242.0,5.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,23,17,549,26470
595,2277,GMC,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,27,20,549,29730
596,2278,GMC,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,549,27935
597,2279,GMC,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,549,37250
598,2280,GMC,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19,549,22650
599,2281,GMC,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,27,20,549,26595
600,2282,GMC,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19,549,20995
601,2283,GMC,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,26725
602,2284,GMC,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,549,25205
603,2285,GMC,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,549,31650
604,2286,GMC,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,549,33855
605,2287,GMC,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,549,36950
606,2288,GMC,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,549,28535
607,2289,GMC,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,549,34310
608,2290,GMC,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,33420
609,2291,GMC,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,549,31145
610,2292,GMC,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,30055
611,2293,GMC,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,549,34010
612,2298,GMC,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,24,17,549,35665
613,2299,GMC,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,18,549,31540
614,2300,GMC,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19,549,20955
615,2301,GMC,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,549,28595
616,2302,GMC,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,27385
617,2304,GMC,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,549,25865
618,2305,GMC,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19,549,23310
619,2307,GMC,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,549,31855
620,2310,GMC,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,27,20,549,27305
621,2311,Chevrolet,1994,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,23,15,1385,2000
622,2312,Chevrolet,1994,regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1385,2000
623,2313,Chevrolet,1994,regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1385,2000
624,2314,Chevrolet,1995,regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1385,2000
625,2315,Chevrolet,1995,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,23,15,1385,2000
626,2316,Chevrolet,1996,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,24,15,1385,2000
627,2317,Chevrolet,1996,regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1385,2000
628,2331,Dodge,2005,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Cargo Minivan,24,17,1851,19835
629,2332,Dodge,2005,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,24,17,1851,22225
630,2335,Dodge,2006,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,24,17,1851,22520
631,2336,Dodge,2007,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,24,17,1851,22995
632,2341,Buick,2016,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,27,20,155,33065
633,2342,Buick,2016,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,27,20,155,36065
634,2343,Buick,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,27,20,155,36065
635,2344,Buick,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,27,20,155,33065
636,2345,Buick,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,27,20,155,37065
637,2350,Chevrolet,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,22,1385,14230
638,2351,Chevrolet,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22,1385,14030
639,2352,Chevrolet,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,22,1385,15730
640,2353,Chevrolet,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,22,1385,17030
641,2354,Chevrolet,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22,1385,16830
642,2355,Chevrolet,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22,1385,15530
643,2356,Chevrolet,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,23,1385,17410
644,2357,Chevrolet,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,1385,16105
645,2358,Chevrolet,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,1385,14435
646,2359,Chevrolet,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,23,1385,15905
647,2360,Chevrolet,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,23,1385,14235
648,2361,Chevrolet,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,1385,17610
649,2362,Chevrolet,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,23,1385,10135
650,2363,Chevrolet,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,1385,16290
651,2364,Chevrolet,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,1385,14610
652,2365,Chevrolet,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,23,1385,16090
653,2366,Chevrolet,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,23,1385,17510
654,2367,Chevrolet,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,1385,17710
655,2368,Chevrolet,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,23,1385,14410
656,2369,Chevrolet,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,23,1385,10325
657,2425,Chevrolet,1990,regular unleaded,135.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,27,17,1385,2000
658,2426,Chevrolet,1990,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,29,20,1385,2000
659,2443,Buick,2003,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,18,155,21235
660,2444,Buick,2004,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,27,18,155,21815
661,2445,Buick,2005,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,27,18,155,22040
662,2483,Dodge,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31,19,1851,27995
663,2485,Dodge,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1851,32995
664,2486,Dodge,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1851,30995
665,2487,Dodge,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31,19,1851,29995
666,2488,Dodge,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31,19,1851,27995
667,2494,Dodge,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,31,19,1851,31995
668,2496,Dodge,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,31,19,1851,30245
669,2497,Dodge,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,19,1851,27995
670,2501,Dodge,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1851,30245
671,2505,Dodge,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1851,31995
672,2507,Chevrolet,1996,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,17,14,1385,2000
673,2508,Chevrolet,1996,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,17,14,1385,2000
674,2509,Chevrolet,1996,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,17,14,1385,2000
675,2510,Chevrolet,1997,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,17,14,1385,2000
676,2511,Chevrolet,1997,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,17,14,1385,2000
677,2512,Chevrolet,1997,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,17,14,1385,2000
678,2513,Chevrolet,1998,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,18,13,1385,2050
