Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,y_axis
Cadillac,2016,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,20,1624,53285,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Cadillac,2016,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,20,1624,62685,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Cadillac,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,1624,58285,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Cadillac,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,19,1624,64685,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Cadillac,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,1624,62685,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Cadillac,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31,21,1624,56285,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Cadillac,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,19,1624,55285,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Cadillac,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,1624,47560,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Cadillac,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,19,1624,61195,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Cadillac,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,22,1624,51695,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Cadillac,2017,premium unleaded (required),420.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1624,70795,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Cadillac,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,1624,47995,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Cadillac,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,19,1624,55695,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Cadillac,2017,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,20,1624,59195,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
Cadillac,2017,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,20,1624,53695,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Cadillac,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,1624,53695,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
Cadillac,2017,premium unleaded (required),420.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1624,60695,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Cadillac,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,22,1624,45995,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,35,29,586,19960,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2016,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,35,29,586,21960,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2016,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,26240,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2016,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,23210,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2016,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,21210,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2016,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,35,29,586,24990,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2017,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,29,586,24990,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2017,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,29,586,19960,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2017,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,29,586,21960,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2017,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,23210,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2017,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,26240,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2017,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,21210,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2014,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,26,586,22795,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2014,regular unleaded,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31,25,586,24045,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2014,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,25,586,24815,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2014,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,26065,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2014,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,29070,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2014,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr SUV,35,26,586,21395,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2014,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,25,586,27820,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,25,586,27970,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2015,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,29220,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2015,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,26215,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr SUV,35,26,586,21545,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,25,586,24965,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,26,586,22945,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2015,regular unleaded,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31,25,586,24195,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2015,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,24395,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr SUV,35,26,586,21795,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,26465,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,24445,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr SUV,35,26,586,21795,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26,586,23195,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,24895,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,29870,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26,586,28570,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Mazda,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,29470,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Mazda,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26,586,25215,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Mazda,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26,586,25215,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Mazda,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26,586,23595,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Mazda,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26,586,28220,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Mazda,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24,586,26515,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Mazda,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,586,25950,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Mazda,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,586,27650,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Mazda,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,586,31335,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,586,33035,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2010,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,586,21700,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2010,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,586,22490,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2011,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,17,586,33340,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2011,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,18,586,31640,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2011,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,586,21990,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2011,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,17,586,27955,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2011,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,586,22795,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2011,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,586,26390,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2011,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,18,586,26255,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,18,586,26455,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,18,586,31840,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2012,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,20,586,26590,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2012,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,20,586,22995,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,17,586,28155,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,17,586,33540,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Mazda,2012,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,20,586,22190,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Mazda,2014,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16,586,31575,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Mazda,2014,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17,586,29985,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Mazda,2014,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17,586,32480,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Mazda,2014,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16,586,36625,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Mazda,2014,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17,586,35035,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Mazda,2014,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16,586,34070,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Mazda,2015,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17,586,35035,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Mazda,2015,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16,586,36625,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Mazda,2015,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16,586,31575,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2015,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16,586,34070,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2015,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17,586,32480,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2015,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17,586,29985,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,28,22,586,35970,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,27,21,586,33320,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,27,21,586,41970,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,28,22,586,40170,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,28,22,586,31520,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,27,21,586,44015,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mazda,2016,regular unleaded,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,27,21,586,37770,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15,1851,28630,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1851,31630,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15,1851,23710,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,2009,regular unleaded,210.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,16,1851,25260,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1851,29355,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1851,31045,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15,1851,23710,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1851,29355,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14,1851,27960,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14,1851,30155,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,2009,regular unleaded,210.0,6.0,MANUAL,four wheel drive,4.0,Compact,Crew Cab Pickup,19,15,1851,28210,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14,1851,27960,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15,1851,26405,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14,1851,29985,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14,1851,26810,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15,1851,27315,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15,1851,26405,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15,1851,22560,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15,1851,26325,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14,1851,27880,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15,1851,25305,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1851,28255,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15,1851,23630,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14,1851,27005,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15,1851,23630,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1851,29275,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15,1851,22755,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1851,33180,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14,1851,27880,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1851,29275,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
Dodge,2010,flex-fuel (unleaded/E85),302.0,8.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,19,14,1851,31365,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15,1851,26325,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15,1851,30180,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Rolls-Royce,2016,premium unleaded (required),563.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Convertible,19,12,86,335000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
Dodge,1991,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,24,18,1851,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,1991,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,24,18,1851,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
Dodge,1991,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,24,18,1851,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,1991,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21,1851,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Dodge,1991,regular unleaded,141.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,25,17,1851,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,1991,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21,1851,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,1992,regular unleaded,224.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,24,17,1851,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
Dodge,1992,regular unleaded,141.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26,17,1851,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Dodge,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,29,20,1851,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
